75 76 67 68 70
70 79 64 72 69
80 73 78 69 77
84 79 88 71 79
65 68 72 76 78
70 77 78 75 87
76 66 73 70 73
72 74 73 72 80
75 61 86 73 80
72 81 78 71 88
83 69 83 68 70
80 70 78 76 69
75 77 79 83 72
75 67 72 79 83
68 74 74 78 77
81 69 82 79 79
80 76 80 70 82
74 73 70 71 73
81 69 78 77 79
75 67 73 83 71
68 72 79 83 72
76 73 77 80 75
79 78 69 72 92
75 65 75 78 67
70 69 66 73 78
77 74 83 80 80
80 74 83 79 68
72 63 76 76 69
74 72 66 71 77
76 71 77 71 71
84 74 75 77 81
78 76 72 79 72
83 86 61 90 85
73 59 67 69 80
67 85 80 77 76
62 70 72 74 71
80 82 70 69 69
63 76 73 81 73
86 70 72 75 81
64 68 65 78 91
67 76 79 74 79
75 62 84 82 73
74 83 76 69 72
76 81 73 75 72
71 73 68 64 74
76 63 80 76 80
68 88 84 68 70
66 82 78 82 81
85 72 76 74 89
68 72 84 65 90
77 79 71 76 91
76 83 78 80 76
73 63 73 78 71
70 82 75 84 86
78 74 85 64 79
89 65 68 75 81
80 81 75 76 71
65 77 61 68 61
80 84 81 71 76
80 69 72 68 74
76 73 82 64 71
70 75 79 75 76
72 72 70 62 67
79 82 63 70 81
82 81 74 83 70
69 68 77 73 75
77 76 76 69 76
61 70 69 81 89
85 69 87 72 84
73 69 73 68 75
84 70 80 84 77
86 70 74 80 70
73 71 68 72 69
78 75 83 79 78
77 72 64 75 78
77 76 77 83 89
79 80 74 73 76
77 77 75 85 79
68 82 79 84 71
74 80 78 84 69
73 78 75 68 74
72 64 76 84 74
63 81 70 66 79
77 79 74 82 65
72 77 66 78 80
75 69 84 71 75
88 82 66 71 84
72 67 71 75 71
71 64 85 80 70
81 76 71 77 73
73 71 74 70 80
66 78 72 70 86
73 80 73 66 74
90 67 68 66 71
69 69 78 67 70
87 74 84 70 87
74 77 74 76 79
72 80 73 76 75
81 72 74 79 82
80 77 76 72 82
67 65 75 74 72
76 64 79 80 73
79 68 75 69 83
