18 8 12 2 20
8 14 10 9 16
4 10 10 7 7
11 8 12 4 13
13 6 20 2 20
5 17 5 8 2
13 17 14 5 3
13 1 9 18 11
3 1 13 12 6
6 6 3 16 13
16 15 20 15 17
10 5 6 9 7
12 2 8 16 4
10 5 10 1 12
19 13 1 5 16
4 7 2 20 14
5 20 2 7 10
6 2 2 7 14
20 14 4 3 11
12 14 5 16 10
8 20 13 15 13
14 12 10 15 3
15 3 7 9 15
5 2 16 1 9
1 9 12 1 12
7 14 16 3 17
16 19 5 10 2
13 4 6 6 7
8 8 19 5 16
9 11 11 20 7
2 9 20 6 2
17 11 6 19 9
7 13 2 10 12
11 13 9 6 14
13 9 15 13 13
11 3 9 2 14
13 6 18 12 11
4 18 20 20 1
8 2 15 19 8
6 12 19 14 14
13 11 13 8 7
11 16 2 13 15
2 16 15 6 1
18 15 18 5 17
10 19 9 19 14
1 20 7 15 3
6 10 17 8 11
3 11 5 2 17
19 10 17 18 2
18 19 4 5 18
19 19 11 3 15
7 13 17 4 15
1 14 5 4 5
7 5 15 8 10
12 14 2 15 11
15 5 7 10 13
11 2 7 6 17
12 12 19 12 4
18 13 1 4 8
9 2 19 1 17
12 13 12 16 5
7 3 18 14 8
16 1 18 8 1
16 13 20 1 20
14 8 16 1 9
8 16 14 7 4
12 7 4 13 6
15 7 20 19 1
1 8 10 15 9
19 19 1 8 15
3 14 9 12 7
8 18 7 2 13
20 12 7 16 7
4 2 12 15 19
9 1 8 13 6
11 8 18 7 15
18 9 9 15 4
14 8 11 15 18
7 8 18 2 16
15 13 7 18 3
20 16 10 16 12
4 3 19 20 7
5 1 9 13 19
11 14 17 3 9
6 13 8 2 10
6 5 20 10 20
15 8 17 11 2
17 12 13 5 13
6 11 5 17 8
20 20 10 11 16
14 15 10 17 5
14 4 5 5 12
3 10 9 11 17
3 10 2 7 2
5 6 10 14 13
4 14 4 19 13
5 20 11 12 19
4 19 20 2 4
16 5 18 17 16
20 10 5 12 7
11 14 11 18 12
11 12 13 14 7
15 14 2 13 7
7 20 16 9 19
20 19 13 3 1
16 6 2 16 15
2 3 19 20 17
19 9 11 15 9
2 8 2 6 3
5 3 11 6 1
19 10 6 6 10
3 12 2 4 9
11 12 3 7 5
20 4 12 19 11
11 4 4 17 6
2 17 6 14 3
15 19 1 4 7
12 19 16 5 8
2 4 1 18 17
6 2 12 15 10
9 2 8 7 14
5 13 17 10 18
12 16 14 19 20
7 14 3 2 8
11 2 10 20 15
13 15 19 16 9
1 14 7 9 18
13 8 15 7 18
7 5 16 7 5
8 4 7 2 13
6 11 6 15 1
4 20 9 4 20
2 1 13 17 10
14 4 12 5 4
14 18 14 18 15
17 7 19 1 5
1 10 15 17 12
5 1 3 7 10
3 19 15 15 13
4 8 13 19 14
10 18 13 11 17
16 12 12 11 5
15 11 1 15 8
19 18 20 14 17
10 20 6 6 2
19 6 2 19 14
16 18 18 11 19
7 14 20 1 9
14 11 6 7 20
3 3 5 11 17
17 15 3 1 14
15 4 12 11 6
12 18 3 16 13
16 14 20 17 15
9 14 19 8 1
15 6 14 12 18
13 9 14 20 9
10 7 11 15 9
2 10 8 2 9
4 10 9 14 12
9 9 20 1 2
9 11 18 15 12
6 11 11 9 3
18 2 10 9 15
2 1 10 7 5
16 20 20 2 8
12 17 18 13 19
2 5 12 11 6
9 2 19 9 16
14 17 1 9 14
16 14 2 12 8
5 9 12 13 9
9 20 19 15 5
4 17 17 14 7
12 13 15 8 18
10 20 10 12 1
18 17 3 2 7
2 6 17 6 11
9 18 15 5 18
6 16 5 13 12
12 20 2 6 4
9 8 14 10 12
16 4 19 4 8
19 14 20 3 15
20 15 4 17 8
3 16 5 16 8
2 11 2 16 16
20 2 14 14 1
19 20 7 2 18
13 3 4 10 6
16 20 6 20 20
10 16 5 7 18
4 8 19 6 1
19 13 13 20 12
2 3 9 6 10
20 6 2 4 13
1 10 10 12 20
16 4 15 19 10
14 17 9 7 9
14 4 20 20 4
